DATAFLOW,LAST UPDATE,freq,c_resid,unit,nace_r2,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2020-05,33590,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2020-06,99549,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2020-07,219536,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2020-08,254184,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2020-09,109333,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2020-10,90696,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2020-11,65529,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2020-12,53181,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2021-01,36854,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2021-02,40247,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2021-03,49125,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2021-04,72485,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2021-05,171145,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2021-06,180121,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2021-07,289960,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2021-08,374291,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2021-09,182583,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2021-10,168470,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2021-11,123651,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2021-12,99849,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2022-01,76624,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2022-02,88828,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2022-03,123180,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2022-04,207511,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2022-05,304233,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2022-06,306006,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2022-07,458426,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2022-08,498189,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2022-09,247632,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2022-10,206651,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2022-11,153745,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2022-12,136734,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2023-01,105729,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2023-02,111082,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2023-03,136251,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2023-04,267591,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2023-05,345661,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2023-06,328677,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2023-07,480410,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2023-08,499580,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2023-09,248494,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2023-10,208632,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2023-11,140649,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2023-12,139517,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2024-01,103819,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2024-02,121389,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2024-03,140050,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2024-04,237131,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2024-05,326231,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2024-06,324563,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2024-07,439212,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2024-08,501767,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2024-09,254321,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2024-10,204148,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Luxembourg,2024-11,152703,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2017-01,180270,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2017-02,164578,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2017-03,185137,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2017-04,250589,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2017-05,302071,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2017-06,376193,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2017-07,490622,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2017-08,457075,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2017-09,313796,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2017-10,251453,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2017-11,207171,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2017-12,227572,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2018-01,207122,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2018-02,175381,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2018-03,223279,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2018-04,271970,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2018-05,339330,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2018-06,406426,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2018-07,527216,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2018-08,514135,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2018-09,324760,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2018-10,282472,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2018-11,229772,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2018-12,241103,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2019-01,203416,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2019-02,181593,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2019-03,231857,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2019-04,290737,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2019-05,352297,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2019-06,416500,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2019-07,536444,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2019-08,520143,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2019-09,328912,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2019-10,284966,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2019-11,244307,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2019-12,260131,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2020-01,238051,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2020-02,204657,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2020-03,99919,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2020-04,22199,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2020-05,28604,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2020-06,108873,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2020-07,308989,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2020-08,295739,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2020-09,74801,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2020-10,48971,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2020-11,40663,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2020-12,32839,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2021-01,19537,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2021-02,17200,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2021-03,17412,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2021-04,20149,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2021-05,37139,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2021-06,40427,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2021-07,163960,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2021-08,198021,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2021-09,132112,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2021-10,97751,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2021-11,49967,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2021-12,69712,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2022-01,59791,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2022-02,72995,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2022-03,89620,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2022-04,143711,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2022-05,165463,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2022-06,232080,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2022-07,333123,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2022-08,332905,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2022-09,206795,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2022-10,193402,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2022-11,136235,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2022-12,147101,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2023-01,118573,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2023-02,129609,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Foreign country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Latvia,2023-03,135327,,
