DATAFLOW,LAST UPDATE,freq,c_resid,unit,nace_r2,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2017-06,59300,u,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2017-07,244433,u,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2017-09,350462,u,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2017-10,46613,u,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2017-11,81891,u,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2017-12,51110,u,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2018-01,53824,u,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2018-02,28999,u,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2018-03,36763,u,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2018-04,52970,u,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2018-05,85122,u,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2018-06,82802,u,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2018-07,143477,u,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2018-08,219678,u,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2018-09,89038,u,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2018-10,55892,u,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2018-11,56585,u,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2018-12,50492,u,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2019-01,30783,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2019-02,29511,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2019-03,36659,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2019-04,40754,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2019-05,51184,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2019-06,99982,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2019-07,179957,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2019-08,244494,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2019-09,108606,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2019-10,44850,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2019-11,54137,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2019-12,182988,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2020-01,61323,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2020-02,35402,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2020-03,9439,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2020-04,0,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2020-05,35863,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2020-06,73770,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2020-07,185875,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2020-08,228759,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2020-09,69551,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2020-10,37913,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2020-11,31323,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2020-12,30810,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2021-01,31986,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2021-02,28842,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2021-03,27961,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2021-04,41264,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2021-05,63876,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2021-06,127522,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2021-07,221907,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2021-08,313404,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2021-09,128861,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2021-10,56870,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2021-11,51090,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2021-12,60983,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2022-01,60257,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2022-02,51519,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2022-03,51931,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2022-04,59516,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2022-05,81818,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2022-06,143093,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2022-07,254895,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2022-08,310442,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2022-09,129859,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2022-10,80079,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2022-11,54133,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2022-12,61635,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2023-01,57670,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2023-02,51209,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2023-03,65342,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2023-04,96749,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2023-05,128420,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2023-06,194606,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2023-07,410097,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2023-08,510826,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2023-09,263740,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2023-10,143228,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2023-11,84298,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2023-12,95074,e,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2024-01,74949,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2024-02,60528,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2024-03,79152,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2024-04,114083,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2024-05,125798,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2024-06,206149,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2024-07,435366,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2024-08,511717,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2024-09,271802,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2024-10,144879,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Albania,2024-11,87044,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,2017-01,2504985,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,2017-02,3054856,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,2017-03,2688702,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,2017-04,2202575,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,2017-05,2665036,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,2017-06,3262861,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,2017-07,4220312,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,2017-08,4603570,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,2017-09,3091857,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,2017-10,2477483,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,2017-11,2030804,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,2017-12,2279181,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,2018-01,2618883,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,2018-02,3095893,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,2018-03,2854735,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,2018-04,2198503,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,2018-05,2727030,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,2018-06,3349143,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,2018-07,4322389,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,2018-08,4658063,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,2018-09,3132181,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,2018-10,2570074,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,2018-11,2139759,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,2018-12,2268733,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,2019-01,2574623,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,2019-02,3254738,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,2019-03,2693378,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,2019-04,2239623,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,2019-05,2750823,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,2019-06,3532884,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,2019-07,4324472,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,2019-08,4767432,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,2019-09,3206241,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,2019-10,2637886,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,2019-11,2188171,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,2019-12,2334062,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,2020-01,2682413,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,2020-02,3272654,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,2020-03,1187194,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,2020-04,124293,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,2020-05,511384,,
ESTAT:TOUR_OCC_NIM(1.0),19/12/25 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Austria,2020-06,2597445,,
